Date,Current Ratio,Quick Ratio,Current Assets,Long-term debt to equity ratio,Share Holder Equity,Debt to Equity Ratio,Percentage of net profit to sale,Percentage of operating profit to sale,Percentage of Gross profit to sale,ROA,ROE,EPS,P/E,P/S,Stock book value,Stock Price,ROI,MarketReturn,Company,RealReturn,Risk
2012-12-31,1.71,1.69,4478,10132.0,8658,1.1702,0.137,0.2077,0.4547,0.0673,0.1538,0.53,21.3,2.91,3.83,41.1,0.1188,1426.18994140625,LVS,0.2508184,0.05656854249492511
2012-09-30,2.22,2.21,5599,9398.0,10524,0.893,0.133,0.2173,0.4592,0.0622,0.1394,0.42,18.08,2.48,3.18,33.45,0.118,1440.6700439453125,LVS,0.2583089999999999,0.5303300858899119
2012-06-30,2.32,2.31,5226,9276.0,10187,0.9106,0.1373,0.2332,0.4707,0.0632,0.1448,0.29,18.39,2.44,2.46,31.45,0.1255,1362.1600341796875,LVS,0.2825072499999999,0.9899494936611668
2012-03-31,2.3,2.28,5723,9383.0,10298,0.9111,0.1532,0.2596,0.4804,0.0694,0.1636,0.61,16.96,2.33,2.37,29.34,0.1395,1408.469970703125,LVS,0.28934424999999986,0.5656854249492386
2011-12-31,2.16,2.15,5397,9577.0,9439,1.0146,0.135,0.254,0.4769,0.0583,0.1424,0.39,20.43,3.12,3.09,38.62,0.1315,1257.5999755859375,LVS,0.27271120000000004,0.47376154339498805
2011-09-30,2.29,2.28,5343,9282.0,9125,1.0172,0.1377,0.2495,0.4799,0.0569,0.1432,0.44,18.29,2.46,2.22,28.54,0.1248,1131.4200439453125,LVS,0.25212736,0.820243866176394
2011-06-30,1.72,1.71,4721,8985.0,8817,1.0191,0.1237,0.2346,0.47,0.0492,0.1281,0.45,16.96,2.33,2.05,25.61,0.1132,1320.6400146484375,LVS,0.21227479999999987,1.711198410471445
2011-03-31,1.63,1.61,4205,9186.0,8299,1.1069,0.087,0.1999,0.4526,0.0321,0.0869,0.28,22.03,2.7,2.33,28.19,0.089,1325.8299560546875,LVS,0.16446769999999988,1.393000358937499
2010-12-31,1.56,1.55,4059,9374.0,7931,1.1819,0.0594,0.1723,0.4346,0.0199,0.0557,0.35,34.39,2.83,2.48,28.2,0.0693,1257.6400146484375,LVS,0.11517296999999993,1.8667619023324853
2010-09-30,1.43,1.42,3314,9567.0,7322,1.3066,0.0033,0.1202,0.4111,0.001,0.0028,0.21,61.38,3.26,2.74,30.69,0.0429,1141.199951171875,LVS,0.06855533999999985,1.294005409571382
2010-06-30,1.86,1.85,4457,9827.0,7004,1.4031,-0.0506,0.0775,0.3864,-0.0137,-0.0435,-0.01,0.0,2.64,2.1,23.28,0.0246,1030.7099609375,LVS,0.029415619999999976,1.4071424945612294
2022-03-31,0.72,0.62,1872,9180.0,7531,1.219,0.1265,0.2244,0.6899,0.0282,0.0944,0.94,18.36,2.31,1.51,28.09,0.0725,4530.41015625,NI,0.14071100000000003,0.6293250352560265
2021-12-31,0.7,0.52,1921,9183.0,7273,1.2626,0.1082,0.2053,0.7159,0.0232,0.08,0.32,20.62,2.59,1.7,31.55,0.0636,4766.18017578125,NI,0.12826687999999997,0.19798989873223347
2021-09-30,0.66,0.45,1471,9188.0,6584,1.3955,0.0955,0.1999,0.7388,0.0201,0.0717,0.12,20.74,2.29,1.51,27.17,0.0608,4307.5400390625,NI,0.12275071999999998,0.16970562748477155
2021-06-30,0.81,0.62,1384,9202.0,6614,1.3913,0.0458,0.1907,0.7495,0.0095,0.0356,0.11,20.92,2.03,1.41,23.64,0.0584,4297.5,NI,0.11798792000000002,0.14849242404917495
2021-03-31,0.71,0.6,1594,9202.0,6026,1.527,0.0318,0.1808,0.7567,0.0066,0.0256,0.72,45.56,2.02,1.41,23.69,0.0563,3972.889892578125,NI,0.09665066000000011,1.279863273947651
2020-12-31,0.73,0.55,1659,9220.0,5838,1.5793,-0.0156,0.1177,0.7628,-0.0033,-0.0129,0.19,64.22,1.94,1.5,23.12,0.0382,3756.070068359375,NI,0.05989837999999992,1.2232947314527272
2020-09-30,0.82,0.7,2821,9209.0,5425,1.6975,-0.061,0.0606,0.7535,-0.0131,-0.0521,-0.49,0.0,1.79,1.46,21.78,0.0209,3363.0,NI,0.04244098999999979,0.014142135623730963
2020-06-30,0.89,0.79,2860,8810.0,5662,1.556,-0.0239,0.0598,0.7442,-0.0052,-0.0201,-0.05,0.0,1.62,1.46,20.7,0.0211,3100.2900390625,NI,0.0712360099999998,1.9798989873223334
2020-03-31,0.78,0.71,3225,7818.0,5741,1.3618,0.0374,0.1345,0.7337,0.0083,0.0314,0.16,0.0,1.65,1.43,21.21,0.0491,2584.590087890625,NI,0.11897005999999988,1.2374368670764588
2019-12-31,0.5,0.38,1854,7856.0,5987,1.3122,0.063,0.1711,0.7055,0.0148,0.0556,-0.41,48.14,1.77,1.54,23.11,0.0666,3230.780029296875,NI,0.1357156799999999,0.1272792206135796
2019-09-30,0.41,0.28,1378,7854.0,5849,1.3428,0.0874,0.1614,0.6906,0.021,0.079,-0.02,29.41,1.84,1.63,25.58,0.0648,2976.739990234375,NI,0.10185504000000001,2.1213203435596424
2019-06-30,0.41,0.33,1578,7110.0,5976,1.1898,0.0235,0.0848,0.6836,0.0057,0.0218,0.75,22.19,1.91,1.74,27.3,0.0348,2941.760009765625,NI,0.04287143999999987,1.909188309203678
2019-03-31,0.48,0.42,1916,7110.0,5780,1.2301,-0.0262,0.0187,0.672,-0.0065,-0.0248,0.55,87.0,1.83,1.63,26.1,0.0078,2834.39990234375,NI,0.017978779999999972,0.162634559672906
2018-12-31,0.51,0.41,2055,7105.0,5751,1.2354,-0.0129,0.0244,0.6555,-0.0032,-0.0127,-0.11,0.0,1.79,1.66,25.78,0.0101,2506.85009765625,NI,0.049695920000000005,2.057680733252853
2018-09-30,0.4,0.26,1369,7095.0,5074,1.3983,-0.0195,0.0944,0.6582,-0.0048,-0.0202,-0.95,0.0,1.55,1.47,22.64,0.0392,2913.97998046875,NI,0.1171399999999998,2.53144227664784
2018-06-30,0.51,0.38,1316,7093.0,5463,1.2984,0.0518,0.1787,0.6573,0.0131,0.056,0.07,0.0,1.51,1.58,22.09,0.075,2718.3701171875,NI,0.159065,0.2262741699796954
2018-03-31,0.51,0.43,1634,7287.0,4506,1.6172,0.0386,0.1804,0.6634,0.0099,0.0448,0.81,30.42,1.55,1.54,23.12,0.0782,2640.8701171875,NI,0.16769060000000002,0.3394112549695431
2017-12-31,0.56,0.41,1763,7512.0,4320,1.7389,0.0265,0.1889,0.6882,0.0067,0.0304,-0.16,37.94,1.38,1.56,20.86,0.083,2673.610107421875,NI,0.1725641,0.02121320343559723
2017-09-30,0.52,0.32,1332,7519.0,4363,1.7234,0.0562,0.1838,0.6867,0.0143,0.0645,0.04,56.94,1.49,1.73,22.21,0.0827,2519.360107421875,NI,0.17689489999999997,0.30405591591021525
2017-06-30,0.46,0.32,1281,6777.0,4123,1.6437,0.0596,0.1866,0.6864,0.0153,0.0699,-0.14,26.82,1.49,1.7,21.99,0.087,2423.409912109375,NI,0.1861343999999998,0.2969848480983512
2017-03-31,0.4,0.33,1471,5591.0,4191,1.334,0.0765,0.1933,0.6892,0.0195,0.0896,0.65,25.18,1.48,1.71,21.65,0.0912,2362.719970703125,NI,0.18689823999999988,0.24748737341529264
2016-12-31,0.51,0.37,1762,6058.0,4071,1.4881,0.0739,0.1927,0.6904,0.0185,0.0853,0.27,18.5,1.4,1.56,20.16,0.0877,2238.830078125,NI,0.18254743999999978,0.03535533905932662
2016-09-30,0.47,0.29,1379,6096.0,3812,1.5992,0.0703,0.1986,0.7003,0.0171,0.0788,0.08,18.62,1.34,1.48,18.62,0.0872,2168.27001953125,NI,0.18146023999999983,0.03535533905932788
2016-06-30,0.47,0.31,1260,5857.0,3811,1.5369,0.0635,0.1998,0.6993,0.0155,0.0705,0.09,21.88,1.51,1.7,20.13,0.0867,2098.860107421875,NI,0.16211697999999997,1.223294731452727
2016-03-31,0.56,0.43,1395,5906.0,3872,1.5253,0.0484,0.1876,0.6948,0.0106,0.0432,0.58,26.83,1.67,1.86,22.0,0.0694,2059.739990234375,NI,0.13580974,0.51618795026618
2015-12-31,0.59,0.39,1577,5949.0,3844,1.5476,0.0615,0.172,0.6466,0.0135,0.0507,0.18,31.3,1.47,1.61,19.41,0.0621,2043.93994140625,NI,0.10341569000000006,1.6404877323527904
2015-09-30,0.79,0.52,1638,6134.0,3800,1.6142,0.0879,0.1258,0.5419,0.0165,0.0612,-0.02,17.53,1.09,1.32,15.95,0.0389,1920.030029296875,NI,0.07370315000000005,0.38183766184073537
2015-06-30,0.93,0.74,2336,8881.0,7456,1.1911,0.0958,0.1162,0.5319,0.0169,0.0615,-0.11,12.44,1.1,1.26,15.05,0.0335,2063.110107421875,NI,0.07938740000000011,0.770746391493337
2015-03-31,0.82,0.7,2261,7958.0,7470,1.0653,0.1105,0.1336,0.5504,0.022,0.0827,0.85,10.66,1.03,0.6,14.17,0.0444,2067.889892578125,NI,0.10330415999999998,0.8485281374238566
2014-12-31,0.55,0.41,2194,8152.0,6175,1.3202,0.1003,0.1498,0.5498,0.0224,0.0874,0.47,8.08,0.9,0.58,13.65,0.0564,2058.89990234375,NI,0.11186099999999999,0.27577164466275333
2014-09-30,0.66,0.44,2012,8397.0,6007,1.3979,0.1042,0.1431,0.5274,0.0227,0.0881,0.1,7.71,0.78,0.67,13.03,0.0525,1972.2900390625,NI,0.11764975,0.6646803743153543
2014-06-30,0.6,0.46,2055,7641.0,6028,1.2676,0.1027,0.1565,0.5523,0.0239,0.0921,0.25,7.45,0.78,0.66,12.51,0.0619,1960.22998046875,NI,0.12593257000000002,0.11313708498984708
2014-03-31,0.69,0.63,2320,7639.0,6012,1.2706,0.1042,0.1555,0.545,0.0241,0.0923,0.85,6.86,0.71,0.62,11.93,0.0603,1872.3399658203125,NI,0.1171320800000002,0.4737615433949868
2013-12-31,0.68,0.52,2159,7593.0,5887,1.2898,0.1152,0.1509,0.5754,0.0242,0.0928,0.48,6.22,0.65,0.56,10.7,0.0536,1848.3599853515625,NI,0.1449471200000001,2.340523445727472
2013-09-30,0.58,0.38,1746,7089.0,5701,1.2435,0.0945,0.2028,0.6892,0.0236,0.091,0.16,5.78,0.67,0.52,9.83,0.0867,1681.550048828125,NI,0.17820013999999995,0.1767766952966369
2013-06-30,0.83,0.62,1708,7617.0,5703,1.3356,0.0912,0.1992,0.6852,0.0226,0.0869,0.23,5.55,0.52,0.5,9.17,0.0842,1606.280029296875,NI,0.17906749999999994,0.23334523779156074
2013-03-31,0.68,0.6,2032,6804.0,5691,1.1956,0.0935,0.2076,0.6967,0.0228,0.0888,0.83,5.44,0.49,0.46,8.43,0.0875,1569.18994140625,NI,0.18298250000000005,0.02121320343559723
2012-12-31,0.71,0.56,2368,6819.0,5554,1.2278,0.0825,0.2069,0.6985,0.0199,0.0785,0.44,5.53,0.5,0.47,8.57,0.0878,1426.18994140625,NI,0.17515034000000007,0.5303300858899119
2012-09-30,0.67,0.48,1839,6820.0,5411,1.2604,0.0608,0.1911,0.7041,0.0144,0.0575,0.06,5.22,0.43,0.4,7.21,0.0803,1440.6700439453125,NI,0.17018095999999994,0.20506096654409944
2012-06-30,0.66,0.5,1752,6807.0,5105,1.3334,0.0627,0.1898,0.6915,0.0153,0.0619,0.23,7.31,0.44,0.42,7.31,0.0832,1362.1600341796875,NI,0.17072255999999997,0.16970562748477155
2012-03-31,0.53,0.44,1970,5834.0,5081,1.1482,0.0548,0.1753,0.6596,0.0141,0.0564,0.66,6.63,0.41,0.39,7.03,0.0808,1408.469970703125,NI,0.16888519999999985,0.049497474683058526
2011-12-31,0.62,0.47,2269,6267.0,4997,1.2542,0.0522,0.1589,0.5995,0.0151,0.06,0.04,7.07,0.38,0.38,6.85,0.0815,1257.5999755859375,NI,0.17342749999999985,0.24748737341529137
2011-09-30,0.64,0.44,1861,6337.0,4990,1.2699,0.0496,0.1516,0.5549,0.0157,0.0621,0.12,6.44,0.33,0.37,6.63,0.085,1131.4200439453125,NI,0.17592300000000005,0.08485281374238515
2011-06-30,0.68,0.52,1745,6340.0,5003,1.2672,0.0487,0.1462,0.5444,0.0157,0.062,0.14,5.36,0.27,0.33,5.9,0.0838,1320.6400146484375,NI,0.17288836000000019,0.11313708498984897
2011-03-31,0.64,0.57,1985,5928.0,5014,1.1823,0.0472,0.1432,0.5439,0.0151,0.0599,0.73,5.02,0.25,0.31,5.52,0.0822,1325.8299560546875,NI,0.1709404000000001,0.014142135623729393
2010-12-31,0.66,0.55,2426,5936.0,4898,1.2119,0.0443,0.1399,0.5348,0.0145,0.0576,0.08,4.88,0.23,0.29,5.17,0.082,1257.6400146484375,NI,0.17277980000000026,0.1343502884254437
2010-09-30,0.68,0.5,2196,5964.0,4878,1.2226,0.0546,0.1434,0.5431,0.018,0.071,0.12,4.47,0.21,0.27,4.69,0.0839,1141.199951171875,NI,0.17104556000000004,0.24748737341529264
2010-06-30,0.7,0.56,1893,5977.0,4895,1.221,0.0483,0.1425,0.5476,0.0155,0.0616,0.1,3.66,0.2,0.26,4.57,0.0804,1030.7099609375,NI,0.1636988399999999,0.2333452377915601
2022-03-31,1.2,0.25,6058,1187.0,2910,0.4079,0.0517,0.0715,0.4483,0.0477,0.1822,2.26,21.14,1.09,3.99,189.83,0.1876,4530.41015625,AAP,0.41823192,0.466690475583124
2021-12-31,1.21,0.31,6275,1034.0,3128,0.3306,0.0561,0.0762,0.4481,0.0517,0.188,1.32,22.84,1.18,4.31,205.1,0.1942,4766.18017578125,AAP,0.43124870000000004,0.30405591591021525
2021-09-30,1.24,0.35,6161,1034.0,3197,0.3234,0.059,0.0801,0.4505,0.0546,0.1908,2.68,24.77,1.39,4.68,236.02,0.1985,4307.5400390625,AAP,0.4364022500000002,0.0
2021-06-30,1.27,0.37,6222,1034.0,3302,0.3131,0.0573,0.0832,0.4488,0.0525,0.1767,2.74,20.72,1.23,4.0,204.68,0.1985,4297.5,AAP,0.4330464500000002,0.1979898987322341
2021-03-31,1.32,0.38,6311,1033.0,3502,0.295,0.0591,0.086,0.4465,0.0533,0.1745,2.81,21.44,1.23,3.85,200.04,0.1957,3972.889892578125,AAP,0.38318576000000015,2.7506453788156704
2020-12-31,1.32,0.37,6270,1033.0,3560,0.2902,0.0488,0.0742,0.4435,0.0412,0.1352,1.64,19.08,1.13,3.33,178.01,0.1568,3756.070068359375,AAP,0.3346001599999999,0.21920310216782884
2020-09-30,1.39,0.45,6437,1032.0,3763,0.2742,0.0484,0.0735,0.4391,0.0404,0.1309,2.13,21.34,1.05,2.84,152.6,0.1537,3363.0,AAP,0.31533336999999984,0.9616652224137054
2020-06-30,1.44,0.46,6396,1240.0,3727,0.3327,0.0472,0.0664,0.4376,0.0392,0.1273,2.74,21.58,1.05,2.7,148.48,0.1401,3100.2900390625,AAP,0.28113036999999985,1.1596551211459372
2020-03-31,1.36,0.42,6572,1241.0,3537,0.3509,0.0411,0.0579,0.4361,0.0341,0.1095,0.63,21.16,1.0,2.55,137.57,0.1237,2584.590087890625,AAP,0.3005703799999999,2.382949852598666
2019-12-31,1.27,0.28,5696,747.0,3549,0.2105,0.0503,0.0697,0.4383,0.0437,0.1373,1.38,16.39,0.67,1.76,89.96,0.1574,3230.780029296875,AAP,0.32533874000000007,0.8697413408594538
2019-09-30,1.31,0.32,5827,747.0,3455,0.2162,0.0459,0.0655,0.4386,0.0419,0.1251,1.75,22.51,1.13,3.0,153.94,0.1451,2976.739990234375,AAP,0.30197870000000004,0.5727564927611039
2019-06-30,1.36,0.36,5962,747.0,3671,0.2035,0.0452,0.0638,0.4398,0.0433,0.1211,1.73,25.63,1.18,3.19,158.91,0.137,2941.760009765625,AAP,0.2895854000000002,0.19798989873223286
2019-03-31,1.35,0.31,5782,747.0,3547,0.2106,0.0445,0.0636,0.4403,0.0453,0.1193,1.98,24.63,1.12,2.89,148.04,0.1342,2834.39990234375,AAP,0.2815325799999999,0.30405591591021774
2018-12-31,1.57,0.44,6082,1046.0,3551,0.2946,0.0443,0.063,0.4405,0.0478,0.1176,0.74,27.89,1.25,3.31,163.71,0.1299,2506.85009765625,AAP,0.2784818499999999,0.11313708498984897
2018-09-30,1.62,0.49,6024,1045.0,3660,0.2855,0.0584,0.0638,0.4378,0.0637,0.1557,1.56,26.37,1.17,3.08,151.11,0.1315,2913.97998046875,AAP,0.2845919499999998,0.2687005768508886
2018-06-30,1.63,0.48,5878,1045.0,3658,0.2857,0.0569,0.0648,0.4359,0.0623,0.1548,1.59,21.59,1.26,3.22,161.48,0.1353,2718.3701171875,AAP,0.28811138000000014,0.04949747468305978
2018-03-31,1.61,0.4,5618,1045.0,3547,0.2946,0.054,0.0629,0.4368,0.0594,0.1516,1.84,18.02,1.02,2.64,130.13,0.1346,2640.8701171875,AAP,0.28697678000000026,0.021213203435595972
2017-12-31,1.56,0.36,5427,1044.0,3415,0.3057,0.0508,0.0609,0.4359,0.0563,0.1488,2.49,16.71,0.9,2.37,113.64,0.1343,2673.610107421875,AAP,0.2965049000000002,0.6151828996322958
2017-09-30,1.52,0.33,5368,1044.0,3231,0.3231,0.0375,0.0626,0.4374,0.042,0.1148,1.3,14.88,0.75,2.07,95.51,0.143,2519.360107421875,AAP,0.3207365,0.8838834764831857
2017-06-30,1.48,0.29,5326,1044.0,3128,0.3338,0.0391,0.0661,0.4385,0.0442,0.1245,1.17,19.91,0.75,2.17,94.98,0.1555,2423.409912109375,AAP,0.3584057999999999,1.4212846301849615
2017-03-31,1.45,0.24,5307,1073.0,3024,0.3548,0.0431,0.0735,0.4407,0.0487,0.1417,1.46,22.31,0.87,2.63,111.56,0.1756,2362.719970703125,AAP,0.41260096,1.8384776310850222
2016-12-31,1.41,0.23,5173,1043.0,2916,0.3577,0.0481,0.0824,0.4448,0.0548,0.165,0.85,25.73,1.11,3.46,141.79,0.2016,2238.830078125,AAP,0.44684656,0.1767766952966369
2016-09-30,1.37,0.24,5262,1043.0,2856,0.3652,0.0476,0.0823,0.4472,0.0542,0.1694,1.53,26.12,1.25,4.09,161.68,0.2041,2168.27001953125,AAP,0.4568405899999999,0.4101219330881989
2016-06-30,1.38,0.22,5280,1170.0,2749,0.4256,0.048,0.0831,0.4497,0.0553,0.1791,1.68,23.4,1.11,3.68,142.51,0.2099,2098.860107421875,AAP,0.47982869000000017,0.9333809511662404
2016-03-31,1.35,0.21,5266,1230.0,2629,0.4679,0.05,0.0863,0.4523,0.0588,0.1977,2.14,24.94,1.19,4.13,154.4,0.2231,2059.739990234375,AAP,0.49511744,0.049497474683058526
2015-12-31,1.3,0.2,4941,1206.0,2461,0.49,0.0486,0.0849,0.4541,0.058,0.2032,0.74,23.41,1.17,4.28,153.11,0.2224,2043.93994140625,AAP,0.5096639999999997,0.8909545442950509
2015-09-30,1.27,0.22,5008,1293.0,2413,0.5358,0.0505,0.0877,0.4544,0.0619,0.2268,1.63,22.45,1.09,4.28,143.67,0.235,1920.030029296875,AAP,0.5272009999999998,0.1131370849898477
2015-06-30,1.28,0.22,4978,1453.0,2289,0.6348,0.0507,0.0881,0.4549,0.0625,0.241,2.03,26.56,1.34,5.49,180.84,0.2366,2063.110107421875,AAP,0.5263353799999999,0.16263455967290624
2015-03-31,1.29,0.22,4937,1610.0,2147,0.7499,0.0497,0.0867,0.4534,0.0615,0.2499,2.0,22.21,1.12,4.86,151.94,0.2343,2067.889892578125,AAP,0.52287934,0.03535533905932537
2014-12-31,1.3,0.22,4741,1636.0,2003,0.8168,0.05,0.0866,0.4524,0.0618,0.2656,1.15,21.3,1.06,4.86,142.73,0.2338,2058.89990234375,AAP,0.5251001799999999,0.16263455967290372
2014-09-30,1.26,0.22,4763,1730.0,1925,0.8987,0.0507,0.0884,0.4605,0.0621,0.264,1.66,22.62,1.13,5.54,151.81,0.2361,1972.2900390625,AAP,0.55093467,1.315218613006978
2014-06-30,1.25,0.21,4715,1798.0,1815,0.9906,0.0532,0.092,0.4705,0.0665,0.2716,1.89,19.93,1.01,4.71,124.14,0.2547,1960.22998046875,AAP,0.60275378,1.6051323932934625
2014-03-31,1.27,0.2,4642,2002.0,1667,1.201,0.056,0.0957,0.4829,0.0717,0.2771,2.01,21.45,1.14,5.17,128.49,0.2774,1872.3399658203125,AAP,0.6753101000000004,2.411234123846127
2013-12-31,1.44,0.52,3989,1053.0,1516,0.6946,0.0604,0.1018,0.5008,0.078,0.2789,0.66,21.16,1.19,5.27,120.41,0.3115,1848.3599853515625,AAP,0.7747218,2.9486352775479046
2013-09-30,1.28,0.35,3379,604.0,1468,0.4114,0.0636,0.1065,0.5009,0.0852,0.3069,1.42,19.76,1.19,5.06,105.3,0.3532,1681.550048828125,AAP,0.8368336799999998,0.2969848480983512
2013-06-30,1.24,0.33,3276,604.0,1369,0.4412,0.062,0.1042,0.4998,0.0849,0.3154,1.59,14.19,0.9,3.9,78.62,0.3574,1606.280029296875,AAP,0.8440278999999999,0.07778174593051983
2013-03-31,1.21,0.28,3163,604.0,1270,0.4756,0.0602,0.1015,0.499,0.0843,0.3217,1.65,14.47,0.9,4.1,77.13,0.3585,1569.18994140625,AAP,0.8835602500000002,1.979898987322331
2012-12-31,1.24,0.34,3184,604.0,1211,0.4988,0.0625,0.1059,0.4993,0.0903,0.353,0.88,15.45,0.93,4.51,78.48,0.3865,1426.18994140625,AAP,0.9688300000000001,2.3688077169749353
2012-09-30,1.24,0.32,2948,600.0,1147,0.5231,0.0627,0.1057,0.4974,0.0959,0.3858,1.21,13.15,0.82,4.16,68.64,0.42,1440.6700439453125,AAP,1.08101,3.217335854398794
2012-06-30,1.21,0.29,2765,600.0,1059,0.5666,0.065,0.1101,0.4969,0.1039,0.441,1.34,12.38,0.78,4.17,64.88,0.4655,1362.1600341796875,AAP,1.2093878,2.9769195487953657
2012-03-31,1.19,0.25,2670,600.0,979,0.6129,0.0669,0.113,0.4965,0.1113,0.4951,1.79,11.88,0.78,4.47,64.62,0.5076,1408.469970703125,AAP,1.26637508,0.30405591591022024
2011-12-31,1.05,0.12,2294,415.0,848,0.4894,0.0637,0.1078,0.4975,0.1083,0.4801,0.89,15.08,1.02,6.29,83.82,0.5033,1257.5999755859375,AAP,1.21766816,1.9869700551341951
2011-09-30,1.13,0.13,2374,599.0,778,0.7699,0.0613,0.1042,0.4983,0.1056,0.4329,1.41,12.86,0.83,5.65,65.85,0.4752,1131.4200439453125,AAP,1.1340243200000004,2.0223253941935306
2011-06-30,1.12,0.12,2342,565.0,764,0.7395,0.059,0.1001,0.5002,0.1026,0.3729,1.46,11.46,0.72,5.11,54.9,0.4466,1320.6400146484375,AAP,1.0700846000000004,1.1030865786510107
2011-03-31,1.13,0.11,2335,431.0,884,0.4876,0.0574,0.0983,0.5019,0.1008,0.3331,1.35,12.52,0.75,5.35,55.21,0.431,1325.8299560546875,AAP,1.0355974999999997,0.6010407640085664
2010-12-31,1.15,0.14,2124,301.0,1039,0.2897,0.058,0.0987,0.4997,0.1036,0.3159,0.57,15.06,0.87,5.45,61.88,0.4225,1257.6400146484375,AAP,0.981258,2.100107140124045
2010-09-30,1.2,0.2,2202,301.0,1142,0.2636,0.0569,0.0962,0.4969,0.1015,0.287,1.03,15.78,0.92,4.91,62.32,0.3928,1141.199951171875,AAP,0.8875225600000001,2.6587214972614173
2010-06-30,1.16,0.18,2141,301.0,1066,0.2824,0.0539,0.0912,0.4942,0.0955,0.2568,1.16,14.77,0.85,4.06,55.23,0.3552,1030.7099609375,AAP,0.78899952,2.481944801964785
2022-03-31,1.64,1.04,4200,3132.0,4953,0.6323,0.2231,0.2319,0.3171,0.1754,0.4621,4.61,6.15,1.38,2.52,115.19,0.2766,4530.41015625,CE,0.6071117400000001,1.2515790027001887
2021-12-31,1.52,0.91,3807,3176.0,4537,0.7,0.2214,0.2279,0.3142,0.166,0.4481,4.71,7.59,1.7,3.11,142.18,0.2589,4766.18017578125,CE,0.5377463500000002,2.644579361637689
2021-09-30,2.4,1.76,4355,3724.0,4271,0.8719,0.359,0.2078,0.2976,0.2536,0.6948,4.56,9.83,2.19,3.96,166.46,0.2215,4307.5400390625,CE,0.44894330000000005,2.496086937588511
2021-06-30,1.91,1.38,4061,3156.0,4157,0.7592,0.3601,0.1829,0.2785,0.2363,0.6791,4.77,6.03,2.15,3.8,148.58,0.1862,4297.5,CE,0.3311536399999999,4.525483399593905
2021-03-31,1.92,1.39,3710,3135.0,3907,0.8024,0.3486,0.1328,0.2386,0.2041,0.6165,2.82,6.82,2.46,3.98,148.87,0.1222,3972.889892578125,CE,0.2404798800000001,1.187939392393401
2020-12-31,1.91,1.41,3763,3227.0,3895,0.8285,0.351,0.1174,0.2286,0.1999,0.636,12.28,8.15,2.86,4.22,146.48,0.1054,3756.070068359375,CE,0.20134871999999993,1.315218613006978
2020-09-30,1.15,0.74,2771,3140.0,2884,1.0888,0.1046,0.0963,0.2243,0.0601,0.2002,1.75,7.45,2.66,3.7,126.39,0.0868,3363.0,CE,0.19265431999999993,0.7495331880577407
2020-06-30,1.2,0.74,2709,2989.0,2869,1.0418,0.1113,0.1067,0.2328,0.0665,0.215,0.9,21.52,2.28,4.23,103.95,0.0974,3100.2900390625,CE,0.21833348000000008,0.9050966799187816
2020-03-31,1.48,0.94,2855,3356.0,2836,1.1834,0.1208,0.1166,0.2473,0.0773,0.2418,1.82,15.93,1.78,3.42,82.97,0.1102,2584.590087890625,CE,0.2533047800000001,1.322289680818842
2019-12-31,1.58,0.99,2765,3409.0,2898,1.1763,0.1353,0.1324,0.255,0.0898,0.2677,0.42,11.72,1.42,2.92,69.98,0.1289,3230.780029296875,CE,0.30749198,2.0718228688765854
2019-09-30,1.86,1.21,2843,3359.0,3139,1.0701,0.1385,0.1564,0.2609,0.0961,0.2749,2.13,17.22,2.33,4.82,116.74,0.1582,2976.739990234375,CE,0.35683129999999985,0.9404520189781096
2019-06-30,2.04,1.33,2876,3444.0,3254,1.0584,0.1552,0.169,0.2689,0.1095,0.2985,1.66,16.09,2.26,4.46,115.37,0.1715,2941.760009765625,CE,0.40005965,1.6687720036002494
2019-03-31,1.58,1.03,2884,2933.0,3439,0.8529,0.1689,0.1875,0.2732,0.1227,0.3247,2.63,12.64,1.97,3.85,101.14,0.1951,2834.39990234375,CE,0.42694940000000003,0.07778174593051732
2018-12-31,1.62,1.03,2874,2970.0,3379,0.879,0.1687,0.1864,0.2756,0.1247,0.3268,0.77,10.38,1.76,3.39,91.99,0.194,2506.85009765625,CE,0.42014360000000006,0.3252691193458125
2018-09-30,2.08,1.4,3180,3196.0,3943,0.8106,0.1857,0.1863,0.2784,0.1347,0.3569,2.96,9.39,1.59,3.16,83.48,0.1894,2913.97998046875,CE,0.39766394000000016,1.0111626970967629
2018-06-30,1.96,1.39,3153,3228.0,3787,0.8524,0.1657,0.1707,0.2673,0.119,0.3272,2.52,10.98,2.05,3.59,105.78,0.1751,2718.3701171875,CE,0.36299849000000006,1.0748023074035544
2018-03-31,1.88,1.28,3006,3343.0,3665,0.9121,0.1569,0.158,0.2571,0.1098,0.3095,2.66,12.33,2.05,3.66,102.58,0.1599,2640.8701171875,CE,0.3212420899999999,1.4707821048680176
2017-12-31,1.79,1.21,2792,3315.0,3299,1.0048,0.1373,0.1396,0.2461,0.0943,0.2677,1.48,12.35,1.94,3.41,92.1,0.1391,2673.610107421875,CE,0.28661344999999994,0.678822509939085
2017-09-30,1.69,1.16,2613,2954.0,3135,0.9423,0.1366,0.1323,0.2424,0.0925,0.2598,1.65,16.06,2.21,4.03,97.97,0.1295,2519.360107421875,CE,0.2790458,0.20506096654409692
